"#OTU ID"	"taxonomy"
"7bd2101b740285000820b64fbcdb545c"	"Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;lwoffii"
"e097e69f1016e0026235d6129c5d50bb"	"Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;Sphingobacteriaceae;Sphingobacterium;multivorum"
"7d3a998b9f4cc5f8fa0799131248f3a9"	"Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;rhizosphaerae"
"32ce48f38ee146310e419f4413381a0f"	"Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Stenotrophomonas;chelatiphaga"
"d19ed4178b3a5473ac522ca28d8b8895"	"Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;longiquaesitum"
"050d2b01ad20ceacffc2519918a012e1"	"Bacteria;Firmicutes;Bacilli;Staphylococcales;Gemellaceae;Gemella;Unclassified"
"3ad413762629f7d92dd9069eec27984a"	"Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;longiquaesitum"
"39253619ff988c7bb03f1e12a5e75665"	"Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;longiquaesitum"
"4ac52f796e59264e0f16c2364edc74a2"	"Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Stenotrophomonas;rhizophila"
"a73d82ad34dbfd238e5d197f826fb22a"	"Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Unclassified"
"016e31fe7458e087f49d85495105a0f0"	"Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Falsirhodobacter;Unclassified"
"62f84f782724e03e2295fe3bdf283071"	"Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Unclassified"
"5a283e3c52fbc1457f15304de1410764"	"Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Unclassified"
"0c6225e97847926cb729c0ec9e74df15"	"Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;Sphingobacteriaceae;Sphingobacterium;multivorum"
"764d4384e2029f654495af1a712162f3"	"Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;Sphingobacteriaceae;Sphingobacterium;multivorum"
"7657635f4132335aa85157c80c8644b0"	"Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Corynebacteriaceae;Corynebacterium;Unclassified"
"f2f541a3751f301fcbfe4db996d856a4"	"Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Nocardiaceae;Gordonia;terrae"
"7bb808a51d72614a41319544f6381303"	"Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Unclassified;Unclassified"
"f136ce163527c88844e4867088ea2907"	"Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Methylobacterium-Methylorubrum;adhaesivum"
"6b12ae81f8f05ad860d5ba8251f4cd5b"	"Bacteria;Firmicutes;Bacilli;Staphylococcales;Gemellaceae;Gemella;Unclassified"
"45a2c847b79f4abd0763aca3b5c8c0c7"	"Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;longiquaesitum"
"8e0829aba5c89268e51760f78586e16c"	"Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;longiquaesitum"
"ba5184d62c59d71f44a572e262bdcae8"	"Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;lwoffii"
"722c47159439c007a7afde7007ee57ae"	"Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Lysinibacillus;Unclassified"
"215b5e66d43b054e73a453845a1e509f"	"Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;Sphingobacteriaceae;Sphingobacterium;multivorum"
"1f06ed9ab2373d35fce5e074d7a77b04"	"Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;Microbacterium;testaceum"
"3cdbddfe4d6519538dbbd689a023db48"	"Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;longiquaesitum"
"e2aa6dfbe1a4cf4f16195e1f0b718ff4"	"Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Psychrobacillus;Unclassified"
"d357ef8df09c9936ffe798f3a73ef1ad"	"Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Solibacillus;Unclassified"
"88fd9fa7031bfe0d153269472fa47eec"	"Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;lwoffii"
"10b1369d5447bdac8c68cbca7d22391d"	"Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Pasteurellaceae;Nicoletella;semolina"
"704de4638b38e844eefea77ef14066ff"	"Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Unclassified"
"74b5073a00dff4e8f65a869d30b03729"	"Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Alcaligenaceae;Pigmentiphaga;Unclassified"
"453549180dc925e9d5e87fc1da5c589c"	"Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Methylobacterium-Methylorubrum;adhaesivum"
"5e99e64cc00fd90cc98a6fb788acf06c"	"Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Corynebacteriaceae;Corynebacterium;aurimucosum"
"d4f85aeb7c1a95deda15cb9952d69c72"	"Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Micrococcaceae;Kocuria;Unclassified"
"a22693169f374d726ce4b3b8b87364b5"	"Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;oryzisoli"
"16468f4df52030798eab88d09589cb54"	"Bacteria;Actinobacteriota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Unclassified;Unclassified"
"a451b69fcee798676c8ba0d9c46a0959"	"Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Unclassified"
"8cc989ac337fe8cba35ec2efb96d3658"	"Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;longiquaesitum"
"818d2af8da3a54337a236d5124861060"	"Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;longiquaesitum"
"f72c694fff4b6659ef42cab61c996931"	"Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Lysinibacillus;Unclassified"
"7082f0cd2e38b7d2edc3e992c895c8a9"	"Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Unclassified"
"5694e34cb4bbe8b3cfa51e0e36d3d34b"	"Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia;Unclassified"
"549b9f485e99f7ed6a14de56090d55f4"	"Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;litoralis"
"22d4f0daebfe8bf6d9320194aef69c5a"	"Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Micrococcaceae;Arthrobacter;alpinus"
"2288e7e16162ba909f7a172597081ce0"	"Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;Sphingobacteriaceae;Sphingobacterium;multivorum"
"6f11f9846208ab9dbac2c4fae030b51e"	"Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Ezakiella;massiliensis"
"0eefca53eb171e1f5772a951d16ba3c3"	"Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Unclassified"
"20e4b5c4a68ef2d1a3f07167cefb2917"	"Bacteria;Firmicutes;Bacilli;Staphylococcales;Gemellaceae;Gemella;Unclassified"
"91f1b895e478b79c8894ba6683ec87b4"	"Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Veillonellaceae;Veillonella;Unclassified"
"528ba71a8909b7d271f91911e9692979"	"Bacteria;Firmicutes;Bacilli;Staphylococcales;Gemellaceae;Gemella;palaticanis"
"b792f584da4e808c52ac2d572d580a0b"	"Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Lysinibacillus;Unclassified"
"377cd975294bf0e3edced12d3e31846e"	"Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Psychrobacillus;Unclassified"
"27afc65476e495a83d380d62ca6b0b06"	"Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;rhizosphaerae"
"01bf9d2f9751bdacea24c54c86052e7e"	"Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Unclassified"
"51912a76328358af3001f1e10bf53318"	"Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;yamanorum"
"bf228733d99834d77df14334022cdc08"	"Bacteria;Actinobacteriota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Saccharopolyspora;rectivirgula"
"9259f53a059728cfe207798aef8f5109"	"Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Rummeliibacillus;Unclassified"
"0e1cf6ef1239fb1bf3f00f01c1f08ad2"	"Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Methylobacterium-Methylorubrum;fujisawaense"
